job id,meta data-name,review id,name,date,rating_value,review_title,review_text,url,language_code,unique_id,location,source
146108342,Zesty Zzeeks Pizza & Wings,1242733820,Jason Cooper,2020-08-22,5.0,,The pizza and wings were delicious. They delivered my food in a timely manner. I would highly recommend this restaurant!,https://www.google.com/maps/contrib/105472014453006109449/place/ChIJffj3upapK4cRT5kQAdUg5xI,,105472014453006109449,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733825,Jules Nativio,2020-08-19,1.0,,"I have been waiting to leave this review until after the lockdown was lifted as I did not want to affect any business for them. I ordered Zeeks lot from the Chandler ( warner) location.  However, the last time I ordered in March, a liter of Pespi was delivered instead if Diet Pepsi.  Not a big deal and driver told me he would adjust my bill. No problem. Two days later, I called up Zeeks as the adjustment never occured.  Whoever I spoke to acted as if I did something wrong. He had an attitude and was rude. He said he could not adjust the bill (credit to my debit card) the day after a transaction. I've never heard of this lack of fucntionality. He told me he could not add a credit to my account.  He told me he could not note my account for future orders. Instead, he could mail me a gift card.  I asked if I could pick it up.  He said it has to be mailed.  Weird but okay.  Well I never received the gift card and have not ordered Zeeks since. I was ordering from then once a week, so their loss.  Good pizza though and owner seems very cool. Actually came out on a delivery once.",https://www.google.com/maps/contrib/103334991856274719116/place/ChIJffj3upapK4cRT5kQAdUg5xI,,103334991856274719116,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733821,Nelson Slater,2020-08-19,5.0,,"It was my first time here, and they got a new returning customer! The food was tasty, and the customer service was excellent. Food was cooked and seasoned just to perfection. It is our new pizza place without any hesitation.",https://www.google.com/maps/contrib/114653380229321637144/place/ChIJffj3upapK4cRT5kQAdUg5xI,,114653380229321637144,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733823,Stephen Bielecki,2020-08-19,5.0,,,https://www.google.com/maps/contrib/105761767426639030619/place/ChIJffj3upapK4cRT5kQAdUg5xI,,105761767426639030619,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733826,David Goodman,2020-08-12,5.0,,Love their pizza.,https://www.google.com/maps/contrib/104447494515993675338/place/ChIJffj3upapK4cRT5kQAdUg5xI,,104447494515993675338,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733827,Jenna G,2020-08-12,5.0,,"Zesty Zzeeks is what's up! Ordered last night for the first time and was pleasantly surprised! Delivery was fast and contact-less, and pizza was hot! It was delicious, even the gluten free, and that's always a gamble. We found our new pizza spot!",https://www.google.com/maps/contrib/111603090839558985097/place/ChIJffj3upapK4cRT5kQAdUg5xI,,111603090839558985097,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733828,Mark Jordan,2020-08-05,5.0,,Great pizza and wings!! Love them!!,https://www.google.com/maps/contrib/106824145366445804736/place/ChIJffj3upapK4cRT5kQAdUg5xI,,106824145366445804736,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733829,Hunter Huisken,2020-07-29,5.0,,"I have ordered food from two locations over the past couple years, and this establishment without a doubt, is best service in pizza",https://www.google.com/maps/contrib/103420952045297528972/place/ChIJffj3upapK4cRT5kQAdUg5xI,,103420952045297528972,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733830,Dean Doherty,2020-07-26,3.0,,"Pretty typical of what passes for pizza in the Phx metro.  Unremarkable Dominoes-like sauce, original crust ok, average amount of toppings, no real distinctive flavor.  A pizza.  And an average one at best.  One level above Dominoes/PJohns.  Poor value imo given price.",https://www.google.com/maps/contrib/110671173335917291963/place/ChIJffj3upapK4cRT5kQAdUg5xI,,110671173335917291963,,zzeeks pizza gilbert
146108342,Zesty Zzeeks Pizza & Wings,1242733831,Maria Felipe,2020-07-26,5.0,,,https://www.google.com/maps/contrib/112395763887226274374/place/ChIJffj3upapK4cRT5kQAdUg5xI,,112395763887226274374,,zzeeks pizza gilbert
