job id,meta data-name,review id,name,date,rating_value,review_title,review_text,url,language_code,unique_id,location,source
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468256,Christine S.,2020-08-21,5.0,,"Very good thin crust and cauliflower crust pizzas! 3 days later I was craving it again. They even have eegee&#39;s slushes there! Not all the flavors, but enough for me to be excited about.",https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=NLCFK4HaP90oZ9GBTQXvRw,en,NLCFK4HaP90oZ9GBTQXvRw,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468257,Ed D.,2020-08-20,5.0,,"Delicious, great quality toppings, sturdy and friendly service.  Highly recommend when you&#39;re looking fur high wishy pizza",https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=AGrCEmmu-9DQyAXZV1ouBg,en,AGrCEmmu-9DQyAXZV1ouBg,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468258,Ellen M.,2020-07-31,1.0,,"Love their pizza ! Have been loyal to them for many years which is why this surprised me. Ordered a pizza &amp; fried pickles. Pizza was cold &amp; not prepared correctly &amp; the pickles were over fried. When I called to bring this up, didn&#39;t speak to a manager as he/she was too busy but he/she did tell the employee to offer me a free pizza. Would be mailed. Wonderful. However when I got the coupon in the mail, it&#39;s only for dine in or carry out only - not delivering. During Covid I am not going to dine in as well as carry outs it&#39;s not in the cards for my household as we need to stay quarantined for our health. I ordered a pizza for delivery for a reason and my free coupon didn&#39;t honor that. Very disappointing",https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=FPayZ9XR3nfa4YuO3UkRuA,en,FPayZ9XR3nfa4YuO3UkRuA,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468259,Brent S.,2020-07-26,5.0,,"I was looking for a new place for NY Style pizza near me and decided to give Zzeek&#39;s a try and am glad I did! I tried the deluxe pizza and it was pure deliciousness - from the fresh toppings, to the sauce and the extremely crunchy crust. Highly recommend!",https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=vJXdhlr7zu-ICoTy4zC3OA,en,vJXdhlr7zu-ICoTy4zC3OA,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468260,Kelley S.,2020-07-26,5.0,,"As always, Zzeeks is good stuff! Perfect crust- the right amount of chewy, and the right amount of tasty ingredients served hot! I pulled up, and someone walked the order out to me the moment it was out of the oven. Chicken wings were great too!",https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=aIfBPPnqJG6hB43XbP03CQ,en,aIfBPPnqJG6hB43XbP03CQ,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468261,Leslie M.,2020-07-18,1.0,,"First and last time ordering!! Pizza was cold, burnt and not edible. Our 5 and 6 year olds didn&#39;t finish theirs. I&#39;m very disappointed.",https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=EPZErRV_lNPVgqrrWafUdQ,en,EPZErRV_lNPVgqrrWafUdQ,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468262,Alexis Q.,2020-07-16,5.0,,favorite pizza place ever! so many diff options and large portions for the price you pay. the slices are huge and the wings are my fav!,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=26LP4aX2RynSXOnmIWuqcQ,en,26LP4aX2RynSXOnmIWuqcQ,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468263,Lisa B.,2020-07-11,5.0,,Finally found the place for perfect pizza! I have ordered from Zzeeks twice. Both time pizza was exceptional thin and regular crust. Did I mention how incredible the wings are. Can&#39;t wait for the next pizza night in my house!,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=YzRSp6V7oXYgoGFPM7dzDQ,en,YzRSp6V7oXYgoGFPM7dzDQ,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468264,Amy Y.,2020-06-19,5.0,,We&#39;ve tried several items on the menu and love them all!! The free delivery and no contact delivery options are great! We&#39;ve had trouble finding a pizza place we like...so we&#39;re so grateful we found Zzeeks!!!,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=SKplQlXir_SiiUJ7rLU7-A,en,SKplQlXir_SiiUJ7rLU7-A,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
146076364,"{""address"":""4050 S Arizona Ave, Chandler, AZ 85248"",""name"":""Zesty Zzeeks Pizza and Wings""}",1240468265,Joseph B.,2020-06-11,5.0,,We ordered pizza and the garlic rub chicken wings and the taste and quality was excellent.  We order pizza regularly from several places trying to find a high quality and flavorful pizza and Zesty pizza and wings awesome.<br><br>I recommend this establishment!<br><br>Joe Black owner of HomeTech Appliace Repair,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2?hrid=AlxSG7Zc46GsQA0an4szjQ,en,AlxSG7Zc46GsQA0an4szjQ,,https://www.yelp.com/biz/zesty-zzeeks-pizza-and-wings-chandler-2
